"featid","Key","Official.Name","Display.Name","System.Name","Asset.Number","Facilities.Code","Architect","Style","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address","City","County","State","Zip.Code","Country","Address.Code","City.Code","County.Code","Floors","Height","Footprint","Perimeter","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN","CHW.Metered","Steam.Metered","Floor.Plans.PDF","Floor.Plans.DWG"
34,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
35,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
36,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
37,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
38,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
39,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
40,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
41,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
42,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
43,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
44,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
45,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
46,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
47,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
48,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
49,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
50,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
51,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
52,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
53,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
54,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
55,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
56,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
57,NA,"Animal Resources Service Z-3","Animal Resources Service Z-3","ARS Z-3","3702","H113",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1313 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,1050,0,1050,0,0,0,0,0,0,0,960,1,960,90,1050,1050,1050,960,1951,"1951-06-01T07:00:00Z",NA,NA,NA,0,10544,384369,NA,100,"Special",960,"SCHOOL OF VETERINARY MEDICINE","No",NA,"No",NA,NA,"VM: CENTER FOR EQUINE HEALTH","3702","No","No","3702","3702"
58,NA,"MBP M3 Storage","MBP M3 Storage","MBP M3 CONTR","5025",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CST - Conex Box (for storage)","4 - Incombustible Frame","R - Relocatable","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","942 Old Davis Road","Davis (Solano)","Solano","CA",95616,"USA","CORE CAMPUS",1474,48,1,0,0,0,480,0,0,0,0,0,0,0,432,1,432,48,480,480,480,432,2000,"2000-07-21T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5025",NA,NA,"5025","5025"
59,NA,"Vet Genetics Lab Cave 3","Vet Med Genetics Cave 3","VGL CAVE 3","5019",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CST - Conex Box (for storage)","4 - Incombustible Frame","R - Relocatable","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","942 Old Davis Road","Davis (Solano)","Solano","CA",95616,"USA","CORE CAMPUS",1474,48,1,0,0,0,480,0,0,0,0,0,0,0,432,1,432,48,480,480,480,432,2002,"2002-07-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5019",NA,NA,"5019","5019"
60,NA,"Vet Genetics Lab Cave 6","Vet Med Genetics Cave 6","VGL CAVE 6","5022",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CST - Conex Box (for storage)","4 - Incombustible Frame","R - Relocatable","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","942 Old Davis Road","Davis (Solano)","Solano","CA",95616,"USA","CORE CAMPUS",1474,48,1,0,0,0,480,0,0,0,0,0,0,0,432,1,432,48,480,480,480,432,2014,"2014-01-08T08:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5022",NA,NA,"5022","5022"
61,NA,"Vet Genetics Lab Cave 7","Vet Med Genetics Cave 7","VGL CAVE 7","5023",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CST - Conex Box (for storage)","4 - Incombustible Frame","R - Relocatable","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","942 Old Davis Road","Davis (Solano)","Solano","CA",95616,"USA","CORE CAMPUS",1474,48,1,0,0,0,480,0,0,0,0,0,0,0,432,1,432,48,480,480,480,432,2014,"2014-01-08T08:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5023",NA,NA,"5023","5023"
62,NA,"Vet Genetics Lab Cave 8","Vet Med Genetics Cave 8","VGL CAVE 8","5024",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CST - Conex Box (for storage)","4 - Incombustible Frame","R - Relocatable","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","942 Old Davis Road","Davis (Solano)","Solano","CA",95616,"USA","CORE CAMPUS",1474,48,1,0,0,0,480,0,0,0,0,0,0,0,432,1,432,48,480,480,480,432,2012,"2012-07-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5024",NA,NA,"5024","5024"
