"bldgKey","officialName","primaryDisplay","assetNumber","facilitiesCode","ucdhsBldgNum","location","affiliation","category","primaryUse","address","city","county","state","zip","countryCode","addressCode","latitude","longitude","occupied","onOffCampus","cefaName","cefaFireResistConsTypCd","planning","condition","defaultOMPElig","ompEligMethod","ownership","floors","height","footprint","perimeter","basicGross","cuGross","circulation","custodial","mechanical","parking","toilet","nasf","asf","spaceCount","netUsable","structural","outsideGross","relatedGross","maintainedGross","janitorized","constructed","renovated","vacated","demolished","ompEligSummary"
"DV-01-000071","Temporary Building 012","Temporary Building 012","3469","L004",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","210 Road E-4B","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53758,-121.77573,"1947-01-01","ON-CAMPUS","TB  12","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1029,NA,1029,0,196,0,0,0,0,196,768,7,964,65,1029,1029,1029,964,"1947-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000072","Temporary Building 019","Temporary Building 019","3701","L025",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","2365 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53117,-121.77921,"1947-01-01","ON-CAMPUS","TB  19","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,18,1055,NA,1055,0,0,0,0,0,0,0,864,1,864,191,1055,1055,1055,864,"1947-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
"DV-01-000073","Temporary Building 022","Temporary Building 022","3408","L026",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","2355 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5308,-121.77932,"1948-01-01","ON-CAMPUS","TB  22","4 - Incombustible Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,4000,NA,4000,1900,0,0,0,0,0,0,3890,1,3890,110,5900,4950,4950,3890,"1948-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000083","Poultry Headquarters","Poultry Headquarters","3548","Q021",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","701 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53038,-121.79089,"1949-01-01","ON-CAMPUS","P HEADQTRS","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,22,5500,NA,5500,1540,2190,0,0,0,170,2360,4012,12,6372,-872,7040,6270,6270,6372,"1943-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000087","Hangar","Hangar","3553","P023",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","3000 Airport Road","Davis","Yolo","CA","95616-5270","USA","AIRPORT RD",38.53309,-121.79001,"1949-01-01","ON-CAMPUS","HANGAR","4 - Incombustible Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,17327,NA,17327,0,0,0,0,0,0,0,15400,5,15400,1927,17327,17327,17327,15400,"1947-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000088","Hangar Office","Hangar Office","3554","P026",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","2970 Airport Road","Davis","Yolo","CA","95616-5270","USA","AIRPORT RD",38.53272,-121.78883,"1949-01-01","ON-CAMPUS","HANGOF","3 - Ordinary Masonry","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,9960,NA,9960,0,0,0,0,0,0,0,9018,13,9018,942,9960,9960,9960,9018,"1947-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000089","Bee House","Bee House","3557","Q016",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","575 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5336,-121.7944,"1949-01-01","ON-CAMPUS","BEE HS","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1620,NA,1620,0,0,0,0,0,0,0,1500,1,1500,120,1620,1620,1620,1500,"1924-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000090","Fire House Hopkins Tract","Fire House Hopkins Tract","3719","P032",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","636 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53161,-121.79017,"1949-01-01","ON-CAMPUS","FIRE HS HPKN","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,15,2657,NA,2657,0,0,0,0,0,0,0,2326,8,2326,331,2657,2657,2657,2326,"1924-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000092","Thomas Forsyth Hunt Hall","Hunt Hall","3421","B020",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","271 North Quad","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54349,-121.75071,"1949-01-01","ON-CAMPUS","HUNT","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,30,32000,NA,92555,0,13472,162,2700,0,1179,17513,37759,118,55272,37283,92555,92555,92555,55272,"1949-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000093","Frank J. Veihmeyer Hall","Veihmeyer Hall","3458","B022",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","393 North Quad","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54295,-121.75229,"1949-01-01","ON-CAMPUS","VMEYER","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,29,16900,NA,27165,3080,5030,67,2086,0,651,7834,16106,52,23940,3225,30245,28705,28705,23940,"1949-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000098","Clarence M. Haring Hall","Haring Hall","3493","D042",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CLS - Classroom","455 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53981,-121.7535,"1949-01-01","ON-CAMPUS","HARING","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,30,103800,NA,158188,3965,27522,492,7514,0,2686,38214,98986,360,137200,20988,162153,160171,160171,137200,"1949-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 97.3% / Fees 2.7% / Other 0.0%"
"DV-01-000107","Grounds Office","Grounds Office","3333","C036",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","227 Cushing Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53821,-121.74847,"1950-01-01","ON-CAMPUS","GR OFFICE","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,18,1804,NA,1728,0,196,0,0,0,140,336,1244,8,1580,148,1728,1728,1728,1580,"1950-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000119","Temporary Building 014","Temporary Building 014","3246","D023",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","RES - Non-Specific Residential","540 Regan Hall Circle","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5432,-121.75519,"1951-01-01","ON-CAMPUS","TB  14","5 - Wood Frame","P - Permanent","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,NA,1200,NA,2428,0,488,0,0,0,88,576,1661,9,2237,191,2428,2428,2428,2237,"1951-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000126","Cowell Building","Cowell Building","3459","D020",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","MED - Student / Employee Health Care","425 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54435,-121.75413,"1952-01-01","ON-CAMPUS","COWELL","4 - Incombustible Frame","P - Permanent","2 - Good","F - Zero ASF defaults to Student Fee OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,12,36400,NA,41112,114,11276,278,1296,0,844,13694,23220,150,36914,4198,41226,41169,41169,36914,"1952-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 25.6% / Fees 43.5% / Other 30.9%"
"DV-01-000133","William V. Cruess Hall","Cruess Hall","3320","D021",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","375 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54329,-121.75415,"1952-01-01","ON-CAMPUS","CRUESS","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,29,42300,NA,57649,742,7484,43,3041,0,893,11461,41984,87,53445,4204,58391,58021,58021,53445,"1952-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000134","Gladys J. Everson Hall","Everson Hall","3350","C039",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","300 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53849,-121.75024,"1952-01-01","ON-CAMPUS","EVERSN","1 - Fire Resistive","O - Obsolete","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",3,29,23700,NA,51323,661,9985,123,3882,0,891,14881,27804,103,42685,8638,51984,51654,51654,42685,"1952-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000135","Animal Husbandry Beef Barn","Animal Husbandry Beef Barn","3223A","M003",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","1680 Brooks Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.5312,-121.77031,"1953-01-01","ON-CAMPUS","AH BEEF B","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,10,9520,NA,9520,0,0,0,0,0,0,0,9000,1,9000,520,9520,9520,9520,9000,"1953-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000139","Robbins Hall Annex","Robbins Hall Annex","3363","B039",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","190 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54102,-121.75227,"1953-01-01","ON-CAMPUS","ROBBNS ANX","3 - Ordinary Masonry","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,18,2810,NA,2810,0,184,46,44,0,141,415,2142,10,2516,294,2810,2810,2810,2516,"1953-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000143","Vigfus F. Asmundson Hall","Asmundson Hall","3422","D029",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","255 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54185,-121.75323,"1954-01-01","ON-CAMPUS","ASMDSN","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,28,15000,NA,26793,1635,5485,86,2240,0,568,8379,15889,56,24268,2525,28428,27611,27611,24268,"1954-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000144","Radiology XR2","Radiology XR2","3703","P037",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3030 Bee Biology Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53643,-121.78991,"1954-01-01","ON-CAMPUS","RADXR2","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,11,1210,NA,1210,0,0,0,0,0,0,0,1062,4,1062,148,1210,1210,1210,1062,"1954-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000152","Memorial Union","Memorial Union","3460","B016",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","250 West Quad (Coffee House & Tower)","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54233,-121.74952,"1955-01-01","ON-CAMPUS","MU","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",6,64,69272,NA,151910,7639,22686,277,8397,0,2912,34272,105635,193,138418,13492,159549,155730,155730,138418,"1955-01-01","1999-01-01",NA,NA,"Official CAMPUS OMP Fall 2014: State 2.0% / Fees 27.3% / Other 70.8%"
"DV-01-000154","Vet Med Lab Animal A","Vet Med Lab Animal A","3489","D051",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","462 Storer Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53988,-121.75352,"1955-01-01","ON-CAMPUS","VET LAB AN A","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,10,3440,NA,3440,0,636,0,36,0,0,672,2508,11,3180,260,3440,3440,3440,3180,"1955-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000155","Fleet Services Central Garage Campus","Fleet Services Central Garage Campus","3260","G037",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","740 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53354,-121.75924,"1955-01-01","ON-CAMPUS","CENGAR","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,15,9875,NA,7285,2590,0,0,93,0,0,93,9295,12,9388,-2103,9875,8580,8580,9388,"1955-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000157","Facilities Shops","Facilities Shops","3264","C049",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","412 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53563,-121.75078,"1955-01-01","ON-CAMPUS","FAC SHOPS","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,17,25500,NA,28354,0,686,14,0,0,471,1171,25689,46,26860,1494,28354,28354,28354,26860,"1955-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000158","Facilities Mechanical Operations","Facilities Mechanical Operations","3265","C048",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","404 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53606,-121.7508,"1955-01-01","ON-CAMPUS","FAC MECH","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,32,3468,NA,3465,0,0,0,29,0,18,47,3122,11,3169,296,3465,3465,3465,3169,"1955-01-01","1999-01-27",NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000159","Facilities Services","Facilities Services","3280","C050",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","400 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53583,-121.75147,"1955-01-01","ON-CAMPUS","FAC SERVICES","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,14,33857,NA,19388,1406,1825,25,93,0,311,2254,16182,57,18436,952,20794,20091,20091,18436,"1955-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000161","Environmental Horticulture","Environmental Horticulture","3405","C063",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","200 Arboretum Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53645,-121.74721,"1956-01-01","ON-CAMPUS","EH","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,12,18260,NA,12555,6670,6416,131,102,0,254,6903,11078,41,17981,-5426,19225,15890,15890,17981,"1956-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000172","Robbins Hall","Robbins Hall","3237","B040",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","150 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54056,-121.75184,"1958-01-01","ON-CAMPUS","ROBBNS","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",3,30,34700,NA,96423,3177,12594,209,34311,0,1026,48140,40128,133,88268,8155,99600,98012,98012,88268,"1958-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000176","Zoology Field Building","Zoology Field Building","3766","N017",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","2605 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52877,-121.78237,"1958-01-01","ON-CAMPUS","ZOOFLB","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,16,2548,NA,2512,36,334,23,0,0,98,455,1666,10,2121,391,2548,2530,2530,2121,"1958-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
